atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Cu;kg;78.19
2005;Metales pesados;7,0;Transporte por carretera;Cu;kg;14097.95
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cu;kg;118.23
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cu;kg;33.45
2005;Metales pesados;10,0;Agricultura;Cu;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Hg;kg;0.06
2005;Metales pesados;2,0;Plantas de combustión no industrial;Hg;kg;27.62
2005;Metales pesados;3,0;Plantas de combustión industrial;Hg;kg;65.33
2005;Metales pesados;4,0;Procesos industriales sin combustión;Hg;kg;72.95
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Hg;kg;31.93
2005;Metales pesados;7,0;Transporte por carretera;Hg;kg;24.15
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Hg;kg;4.51
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Hg;kg;17.75
2005;Metales pesados;10,0;Agricultura;Hg;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Ni;kg;0.00
2005;Metales pesados;2,0;Plantas de combustión no industrial;Ni;kg;5382.05
2005;Metales pesados;3,0;Plantas de combustión industrial;Ni;kg;1683.09
2005;Metales pesados;4,0;Procesos industriales sin combustión;Ni;kg;393.91
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Ni;kg;38.95
2005;Metales pesados;7,0;Transporte por carretera;Ni;kg;292.30
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Ni;kg;4.36
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Ni;kg;3.86
2005;Metales pesados;10,0;Agricultura;Ni;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Pb;kg;0.00
2005;Metales pesados;2,0;Plantas de combustión no industrial;Pb;kg;838.30
2005;Metales pesados;3,0;Plantas de combustión industrial;Pb;kg;429.21
2005;Metales pesados;4,0;Procesos industriales sin combustión;Pb;kg;1440.01
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Pb;kg;0.57
2005;Metales pesados;7,0;Transporte por carretera;Pb;kg;11614.33
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Pb;kg;719.95
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Pb;kg;45.56
2005;Metales pesados;10,0;Agricultura;Pb;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Se;kg;0.01
2005;Metales pesados;2,0;Plantas de combustión no industrial;Se;kg;9.64
2005;Metales pesados;3,0;Plantas de combustión industrial;Se;kg;12.09
2005;Metales pesados;4,0;Procesos industriales sin combustión;Se;kg;0.00
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Se;kg;0.00
2005;Metales pesados;7,0;Transporte por carretera;Se;kg;41.73
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Se;kg;0.79
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Se;kg;4.73
2005;Metales pesados;10,0;Agricultura;Se;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Se;kg;0.00
2005;Metales pesados;1,0;Combustión en la producción y transformación de energía;Zn;kg;0.03
2005;Metales pesados;2,0;Plantas de combustión no industrial;Zn;kg;1425.61
2005;Metales pesados;3,0;Plantas de combustión industrial;Zn;kg;2998.05
2005;Metales pesados;4,0;Procesos industriales sin combustión;Zn;kg;2210.40
2005;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
2005;Metales pesados;6,0;Uso de disolventes y otros productos;Zn;kg;39.12
2005;Metales pesados;7,0;Transporte por carretera;Zn;kg;6870.07
2005;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Zn;kg;97.95
2005;Metales pesados;9,0;Tratamiento y eliminación de residuos;Zn;kg;652.93
2005;Metales pesados;10,0;Agricultura;Zn;kg;0.00
2005;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
2005;Partículas;1,0;Combustión en la producción y transformación de energía;PM2,5;t;44.97
2005;Partículas;2,0;Plantas de combustión no industrial;PM2,5;t;1797.02
2005;Partículas;3,0;Plantas de combustión industrial;PM2,5;t;1041.86
2005;Partículas;4,0;Procesos industriales sin combustión;PM2,5;t;599.64
2005;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.00
2005;Partículas;6,0;Uso de disolventes y otros productos;PM2,5;t;427.36
2005;Partículas;7,0;Transporte por carretera;PM2,5;t;2779.77
2005;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM2,5;t;479.60
2005;Partículas;9,0;Tratamiento y eliminación de residuos;PM2,5;t;428.48
2005;Partículas;10,0;Agricultura;PM2,5;t;38.03
2005;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM2,5;t;151.47
2005;Partículas;1,0;Combustión en la producción y transformación de energía;PM10;t;44.97
2005;Partículas;2,0;Plantas de combustión no industrial;PM10;t;2138.88
2005;Partículas;3,0;Plantas de combustión industrial;PM10;t;1187.94
2005;Partículas;4,0;Procesos industriales sin combustión;PM10;t;5372.95
2005;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0.00
2005;Partículas;6,0;Uso de disolventes y otros productos;PM10;t;462.49
2005;Partículas;7,0;Transporte por carretera;PM10;t;3367.57
2005;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM10;t;480.25
2005;Partículas;9,0;Tratamiento y eliminación de residuos;PM10;t;437.80
2005;Partículas;10,0;Agricultura;PM10;t;636.54
2005;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM10;t;185.13
2005;Partículas;1,0;Combustión en la producción y transformación de energía;PST;t;44.97
2005;Partículas;2,0;Plantas de combustión no industrial;PST;t;2523.71
2005;Partículas;3,0;Plantas de combustión industrial;PST;t;1307.78
2005;Partículas;4,0;Procesos industriales sin combustión;PST;t;17709.64
2005;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.00
2005;Partículas;6,0;Uso de disolventes y otros productos;PST;t;469.74
2005;Partículas;7,0;Transporte por carretera;PST;t;4111.25
2005;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PST;t;481.04
2005;Partículas;9,0;Tratamiento y eliminación de residuos;PST;t;441.38
2005;Partículas;10,0;Agricultura;PST;t;969.24
2005;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PST;t;286.11
2005;Partículas;1,0;Combustión en la producción y transformación de energía;BC;t;0.01
2005;Partículas;2,0;Plantas de combustión no industrial;BC;t;127.81
2005;Partículas;3,0;Plantas de combustión industrial;BC;t;242.19
2005;Partículas;4,0;Procesos industriales sin combustión;BC;t;0.30
2005;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0.00
2005;Partículas;6,0;Uso de disolventes y otros productos;BC;t;175.20
2005;Partículas;7,0;Transporte por carretera;BC;t;1638.38
2005;Partículas;8,0;Otros modos de transporte y maquinaria móvil;BC;t;244.52
2005;Partículas;9,0;Tratamiento y eliminación de residuos;BC;t;81.22
2005;Partículas;10,0;Agricultura;BC;t;0.00
2005;Partículas;11,0;Otras fuentes y sumideros (naturaleza);BC;t;13.63
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HCB;kg;0.01
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HCB;kg;0.04
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HCB;kg;0.01
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;HCB;kg;0.02
2005;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;2.15
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.72
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;3.19
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;2.10
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;3.19
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.00
2005;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(a);kg;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(a);kg;828.92
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(a);kg;57.64
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(a);kg;0.00
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(a);kg;1.64
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(a);kg;54.01
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1.78
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(a);kg;0.18
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(a);kg;0.00
2005;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0.00
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(b);kg;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(b);kg;797.51
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(b);kg;95.36
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(b);kg;0.00
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(b);kg;0.67
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(b);kg;74.95
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;2.96
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(b);kg;0.33
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(b);kg;0.00
2005;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0.00
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO(k);kg;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO(k);kg;323.78
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO(k);kg;32.23
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO(k);kg;0.00
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO(k);kg;0.67
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO(k);kg;63.62
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;2.04
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO(k);kg;0.75
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO(k);kg;0.00
2005;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0.00
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;313.65
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;27.06
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.67
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;54.01
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;6.43
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;0.00
2005;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
2005;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.00
2005;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;2263.87
2005;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;212.30
2005;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;460.74
2005;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2005;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;3.66
2005;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;246.59
2005;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;13.21
2005;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.27
2005;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;0.00
